name,followers,following,posts,bio_length,has_profile_picture,has_external_link,is_verified,engagement_rate,suspicious_activity,post_frequency,account_age_days,account_type
User608Bot,728,3626,23,20,False,False,False,0.00048658972660494017,False,spammy,98,fake
6jngjghuh2,2332,1786,6,28,True,True,False,0.012548549091688128,False,very_low,121,fake
Alice Anderson,95927,616,253,40,True,False,False,0.08667454332378413,True,regular,103,real
George Williams,71269,189,412,122,True,False,False,0.030847319576341195,False,regular,982,real
yx312ikg,4010,3186,6,3,True,True,False,0.017394356526789435,False,irregular,244,fake
Bob Smith,50121,103,335,72,True,False,False,0.027592092833071874,False,regular,188,real
Robert Jones1987,2238,4333,49,47,False,True,False,0.0064187097381392475,True,spammy,137,fake
Bob Williams,62057,207,475,129,True,False,False,0.06724796827316958,True,regular,1064,real
Jack Williams,80732,858,442,78,True,False,False,0.06015114363357774,False,regular,1773,real
Bob Miller,83789,751,74,74,True,False,False,0.09089942550102882,False,occasional,771,real
Ivy Davis8,62460,197,312,43,True,False,False,0.05230748946444034,False,regular,1364,real
John Smith1989,4665,3852,25,31,False,True,False,0.007321074690470879,True,irregular,243,fake
Hannah Moore96,72839,782,125,49,True,False,False,0.08062200733153617,False,consistent,255,real
7e5qexkfos,2080,532,31,23,False,True,False,0.01371255957439701,False,spammy,37,fake
Fiona Wilson,59772,752,102,114,True,False,False,0.06392507108479777,False,regular,1439,real
lxgr2yr118ngil,4,1019,3,9,False,True,False,0.016538380639963487,True,spammy,196,fake
AdidasOfficial3,1851,561,49,12,True,False,False,0.018881767885217348,True,spammy,348,fake
t2rjshx3e_j72,1597,1277,49,39,False,True,False,0.006030545873132729,True,irregular,262,fake
Eve Moore,8045,476,204,132,True,False,False,0.01506805352392655,False,consistent,518,real
David Moore26,74730,827,57,102,True,True,False,0.049121512206608826,False,regular,983,real
Ivy Taylor78,2609,278,8,33,True,False,False,0.08496056827075982,False,regular,1696,real
Ivy Miller80,69719,427,309,52,True,True,True,0.03234728845117969,False,regular,776,real
Ivy Wilson,92808,669,280,62,True,False,False,0.08592609384639248,True,occasional,837,real
i5zkhvfe,3796,2725,19,21,False,True,False,0.014277777031405026,True,irregular,300,fake
David Taylor,99769,409,169,150,True,False,True,0.06050979782369434,False,regular,1138,real
User803Fake,1718,4293,49,37,False,True,False,0.008393192073009561,True,very_low,37,fake
Jack Moore,26448,54,264,112,True,False,False,0.02565443938599081,False,occasional,808,real
TechGadgetsOfficial4,4762,1817,41,24,False,False,False,0.016385774284654528,True,spammy,365,fake
Fiona Williams,80069,105,171,38,True,False,False,0.08186448568878897,False,regular,380,real
Charlie Miller,45795,192,392,28,True,False,False,0.03840341702832854,False,regular,1152,real
Eve Jones,5969,187,427,114,True,False,False,0.06504585132479242,False,regular,37,real
George Davis,87281,899,500,130,True,False,False,0.04336185673626536,False,occasional,1329,real
Hannah Taylor,90844,821,480,57,True,False,False,0.037660648842908866,False,occasional,422,real
Ivy Moore,95660,695,265,124,True,False,False,0.015231243504642568,False,consistent,1424,real
SheinShop1,2924,4828,5,10,True,True,False,0.014112853448872718,True,irregular,48,fake
Mary Brown1988,2825,1923,31,43,False,False,False,0.016793753013611246,True,spammy,231,fake
John Smith2002,868,1873,43,1,True,True,False,0.003972470189382296,False,irregular,182,fake
Member130Bot,1602,4895,26,32,True,False,False,0.008007342714632102,False,irregular,71,fake
Hannah Brown,61713,974,237,64,True,True,False,0.07354231728508935,False,occasional,1642,real
Charlie Taylor,36195,234,425,86,True,False,False,0.07019325779318779,False,regular,509,real
9jt53gos4xr37,4660,4983,23,35,True,False,False,0.004458798757192373,False,spammy,286,fake
Ivy Davis,383,961,338,132,True,False,False,0.02353495794098391,False,regular,751,real
User579Spam,1256,1045,46,33,False,False,False,0.01199649995265508,True,spammy,162,fake
sj_wxqm3ju3ov,1649,2657,30,33,False,False,False,0.013965265964416038,True,spammy,277,fake
Alice Davis,60759,617,84,31,True,True,False,0.013598050993411773,False,regular,1324,real
s1ch21_07,4358,507,6,17,False,True,False,0.013148921533072063,True,very_low,39,fake
Hannah Williams,95770,729,158,79,True,False,False,0.07115917083419503,False,occasional,1195,real
fcgrigd7u8,2616,626,6,12,True,True,False,0.016993655023175888,False,irregular,107,fake
TechGadgetsStore4,4552,1791,28,23,False,True,False,0.0018655427126421742,True,spammy,160,fake
Ivy Jones,63655,941,271,73,True,False,True,0.010798044443698763,False,occasional,495,real
David Wilson,96368,246,280,77,True,False,False,0.059567268999961495,False,occasional,1288,real
Hannah Anderson,39947,152,135,93,True,False,False,0.057103187603604784,False,regular,700,real
Jack Davis99,63261,274,261,26,True,False,True,0.08774561512899372,False,regular,37,real
Fan283Fake,3643,2047,7,19,False,True,False,0.013288645833814162,True,very_low,12,fake
Mary Brown1987,1545,3575,24,34,True,True,False,0.004345857899304841,False,very_low,62,fake
Ivy Moore62,77506,541,166,144,True,False,False,0.03285974005812737,False,regular,473,real
Eve Wilson,17180,408,318,63,True,False,False,0.06282153031151572,False,regular,1398,real
Hannah Taylor,32571,112,493,86,True,False,False,0.05924940201086251,False,regular,935,real
George Davis41,13495,868,335,77,True,True,False,0.06239973686922676,False,regular,45,real
David Smith,85606,372,493,32,True,False,False,0.024424944343306547,False,regular,527,real
Ivy Davis,33630,925,427,41,True,False,False,0.07437716344014549,False,occasional,1792,real
Charlie Jones,32370,357,389,140,True,True,True,0.06504213133332733,False,regular,150,real
Jack Anderson74,191,251,176,23,True,False,False,0.03787304551620252,False,regular,295,real
Ivy Anderson,4974,563,396,84,True,False,True,0.07490500622493469,False,consistent,45,real
56goytrej94,265,2156,1,47,True,True,False,0.012571452810901941,True,irregular,11,fake
ol8z9odjnnw,2310,984,15,18,True,True,False,0.013585602196279687,True,spammy,11,fake
TechGadgetsDeals5,80,3603,5,9,False,True,False,0.016556025286586062,True,spammy,342,fake
John Smith1992,4258,4275,24,25,False,True,False,0.01827457374764437,True,irregular,111,fake
Ivy Anderson,54435,479,119,34,True,False,False,0.013578639258137664,False,consistent,1631,real
George Wilson,24393,70,182,74,True,False,False,0.09954479851169537,False,regular,1193,real
ssfaq3d8rkqns,3685,1890,34,3,False,True,False,0.005753874335406064,True,spammy,318,fake
gxj0e8yepa,4605,2774,22,13,False,True,False,0.014318855152660698,True,irregular,176,fake
_z745v8zeq5k,947,4782,25,46,True,False,False,0.0023237353984587685,True,irregular,72,fake
David Miller71,15249,200,356,104,True,False,False,0.05590252815018633,True,regular,792,real
Eve Wilson,32710,380,333,66,True,True,False,0.024853707709553453,False,consistent,973,real
Follower130Spam,1086,3998,17,15,False,False,False,0.007343316164246596,False,irregular,109,fake
Ivy Taylor39,4529,739,247,59,True,True,False,0.04021412343143469,False,regular,100,real
David Jones23,76102,177,65,25,True,False,False,0.07108929834482264,False,regular,1578,real
Fiona Smith41,24920,87,474,44,True,False,False,0.08039626186170774,True,regular,410,real
SheinOfficial3,1839,1090,17,7,False,True,False,0.010260455077875395,True,spammy,132,fake
4i5zh7_y,3819,1762,29,25,True,True,False,0.0005214603787073857,True,irregular,267,fake
Eve Miller,62100,755,108,74,True,False,True,0.09101119777149135,False,occasional,251,real
George Smith65,71729,96,447,80,True,False,False,0.059001284685662896,False,regular,1004,real
George Wilson,30504,640,325,127,True,False,False,0.019109952447858385,False,occasional,1226,real
George Miller59,87481,234,98,52,True,False,False,0.012978134970817588,False,occasional,542,real
David Jones,24172,508,149,27,True,False,True,0.04908425925982167,False,regular,494,real
George Smith,14298,114,160,26,True,False,False,0.055371316536604216,False,occasional,1327,real
Mary Brown2001,1186,640,40,34,False,False,False,0.012109654420624026,True,irregular,101,fake
Jack Anderson,56914,432,477,111,True,False,False,0.03643014193894324,False,consistent,1298,real
Charlie Wilson83,39230,268,292,54,True,False,False,0.04105998773675071,False,occasional,1181,real
1cam3fibxl,228,2486,26,39,False,True,False,0.01550098142038456,True,spammy,246,fake
George Anderson,42007,547,405,68,True,False,False,0.0421148327634533,False,occasional,627,real
George Anderson,934,147,436,104,True,False,False,0.016230259873125166,False,occasional,809,real
Fiona Smith46,25721,306,215,114,True,False,True,0.09399533612493731,False,regular,1071,real
George Williams,78342,428,34,143,True,True,False,0.047720432184600134,False,occasional,421,real
Charlie Moore26,10943,651,50,106,True,False,False,0.08299203200770451,False,occasional,904,real
Follower143Bot,4381,2095,6,19,False,True,False,0.0021286520232676165,False,very_low,89,fake
David Williams,55245,503,363,58,True,False,False,0.06629648145178821,False,regular,1141,real
David Jones18,93128,770,335,119,True,False,False,0.06331225282315185,False,occasional,407,real
Mary Brown1997,2464,831,10,7,False,False,False,0.0031654053134617935,False,irregular,161,fake
Charlie Moore94,95636,904,188,113,True,True,False,0.054308031632740096,False,regular,1293,real
Fiona Anderson,53490,904,98,145,True,False,False,0.06620475857986079,False,regular,1429,real
Charlie Brown,41678,258,425,95,True,False,False,0.0827042948058194,False,consistent,1766,real
Bob Williams17,78768,383,178,104,True,True,False,0.012701932280944853,False,regular,888,real
Hannah Anderson,5731,699,357,80,True,True,False,0.04978472620147719,False,occasional,600,real
Eve Smith,17180,761,460,30,True,False,False,0.031772079345122675,True,regular,915,real
David Miller,5285,910,269,136,True,False,False,0.061258747342737584,False,occasional,1348,real
Profile240Inactive,1619,3723,31,24,False,True,False,0.011880479495421597,True,spammy,240,fake
FashionNovaStore5,3032,3870,29,44,False,True,False,0.011141476785705625,True,spammy,306,fake
FashionNovaStore4,1302,4363,36,22,True,True,False,0.0076257061728501555,True,spammy,68,fake
Member870Spam,4421,2895,11,3,False,False,False,0.019404890326542457,False,very_low,335,fake
Fiona Moore,77094,865,165,51,True,False,False,0.04574830532340822,False,regular,1529,real
Bob Smith,48282,712,31,110,True,False,True,0.04728381445688452,False,regular,1356,real
John Smith1984,2425,1285,27,45,True,True,False,0.011052545059466417,False,irregular,236,fake
Michael Davis1997,148,4924,3,40,True,False,False,0.019609049181229337,True,spammy,80,fake
Alice Davis,40386,318,408,96,True,True,False,0.025262833650268064,False,regular,229,real
George Jones,67782,158,194,139,True,False,False,0.03120839394038795,False,occasional,1495,real
Hannah Miller,53727,899,455,30,True,False,False,0.030843641728894415,False,occasional,343,real
Charlie Taylor74,77676,91,428,87,True,True,False,0.09463356721630514,False,regular,1818,real
Follower943Inactive,3088,678,29,9,False,True,False,0.015862904834371437,True,spammy,306,fake
AdidasOnline1,2039,1465,15,43,True,True,False,0.009342396013819658,False,spammy,239,fake
Jack Wilson,84791,537,306,144,True,False,False,0.02764075361701778,False,consistent,1639,real
George Brown57,95262,754,145,106,True,True,False,0.015650953113144413,False,regular,598,real
Fan946Suspicious,1944,4639,18,42,False,True,False,0.007500049693805706,True,very_low,219,fake
d8_2jur6y,372,797,34,7,False,True,False,0.017663959248972204,True,irregular,356,fake
Robert Jones1990,1566,2654,25,43,False,False,False,0.0010603756064693837,True,irregular,295,fake
Jack Moore16,20805,402,282,101,True,True,False,0.05022366556720871,True,regular,1216,real
George Moore27,68296,552,258,38,True,False,False,0.01817840322466123,False,occasional,320,real
User678Suspicious,2049,506,12,43,True,True,False,0.005246992904454621,True,irregular,301,fake
George Davis17,30249,303,258,132,True,True,False,0.03218312926756213,False,regular,1271,real
FashionNovaOfficial5,4580,1776,18,24,True,True,False,0.006264196963134703,True,irregular,104,fake
NikeOfficial5,1637,3176,1,28,True,False,False,0.01889864289804268,True,irregular,339,fake
Michael Davis2001,1730,4367,24,42,False,False,False,0.007068418311975182,True,irregular,269,fake
Mary Brown1993,509,3556,18,5,False,False,False,0.00198763039314245,True,irregular,188,fake
t9zrkbokhlt0,792,3677,26,46,True,False,False,0.012976225568100117,True,spammy,355,fake
David Miller,29879,710,439,29,True,False,False,0.031909308955818165,False,occasional,1157,real
o8wi99ub7zmr8_,916,2643,1,14,True,True,False,0.01873715535736226,False,spammy,207,fake
TechGadgetsOnline5,4153,2968,3,0,False,False,False,0.015054635182843966,False,irregular,140,fake
Charlie Taylor43,55018,724,337,144,True,False,False,0.07605545370546254,False,occasional,1485,real
Bob Miller77,85381,561,442,58,True,False,False,0.06326346628699972,False,regular,972,real
FashionNovaShop2,3636,3956,0,31,True,False,False,0.006129903710619911,True,irregular,351,fake
Hannah Davis,29679,404,165,85,True,False,False,0.09179725419308621,False,regular,56,real
User549Fake,2305,3928,5,13,False,False,False,0.01824346196996165,False,very_low,278,fake
Michael Davis1997,3195,696,20,40,False,True,False,0.014719558963373599,False,irregular,269,fake
TechGadgetsStore5,3613,3282,33,4,False,True,False,0.007283083390031193,True,irregular,310,fake
Charlie Moore,10343,756,271,145,True,False,False,0.07664786711376745,False,regular,888,real
Bob Jones,80857,137,102,45,True,True,False,0.08974112221004829,False,regular,1194,real
SheinShop4,3292,1552,32,26,True,False,False,0.012650246555521416,True,very_low,56,fake
TechGadgetsShop1,3967,2649,27,27,True,False,False,0.011838727294087177,True,spammy,157,fake
FashionNovaShop2,11,2060,31,33,False,True,False,0.012157997790475245,True,irregular,170,fake
Alice Williams,70137,928,74,72,True,False,True,0.05091904232187673,False,regular,1237,real
Ivy Smith,94326,359,131,145,True,False,False,0.024862380952839006,False,regular,395,real
Jack Jones35,61669,571,387,149,True,False,False,0.060078557712989575,False,occasional,851,real
David Jones,6602,482,472,97,True,True,True,0.0921194519301188,False,occasional,1490,real
David Miller,48263,897,373,37,True,False,False,0.0436720976374501,False,regular,1036,real
George Jones,85604,676,498,95,True,True,False,0.04707746081423488,False,consistent,210,real
f0lsev_l,877,2584,14,2,True,True,False,0.007336286671742453,True,irregular,326,fake
Charlie Jones,69657,52,90,90,True,False,False,0.08657680996626044,False,regular,1126,real
David Anderson,13969,195,220,145,True,True,False,0.09397277014713841,False,consistent,947,real
AmazonDealsStore4,380,2182,22,33,False,True,False,0.0157557442132882,True,irregular,173,fake
Charlie Wilson,96408,734,300,111,True,True,False,0.08968604252516255,False,occasional,1130,real
Fiona Wilson,76119,566,204,139,True,False,False,0.0870287717640853,False,regular,1238,real
Michael Davis1995,652,2382,46,14,False,True,False,0.018142868099500716,True,spammy,74,fake
Robert Jones1988,911,4140,22,11,False,True,False,0.002022983696781486,True,irregular,236,fake
Hannah Davis,45862,386,202,123,True,False,False,0.06135620157778587,False,regular,1064,real
Jack Wilson,63552,133,78,116,True,False,False,0.0989031015041011,False,regular,204,real
Eve Smith,7928,434,18,136,True,False,False,0.02324199920383275,False,regular,1338,real
Eve Wilson,71914,530,230,77,True,False,True,0.07371934870732398,False,consistent,1609,real
